ulasan,rasa,sambal,keramaian,kenyamanan,pelayanan,rating,sentimen
"Pesan teh nggak datang2 sampai sup hampir habis.

Ketika di komplain, pada aa uu aa uu, nggak ada yang bisa menjelaskan kenapa teh-nya lama. Minta maafpun tidak ??",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Pesen nasi goreng aja sampai nya lama banget ! Sampai temen saya yang saya ajak makan kesini marah-marah ke saya karena saranin makan disini. Plis diperbaiki pelayanannya...,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Pilihan menu sangat banyak, sangat menarik",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Pilihan yang tepat untuk ke sini,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Pinggir jalan raya, gampang dicari lokasinya",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Please please please don't even bother coming here, unless you want to eat inedible steak. Overall really really really bad experience and how they handle our input.",BURUK,BURUK,BURUK,BURUK,BURUK,1,0
POKOKNYA GABAGUS SAMA SEKALI PELAYANANNYA,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Pokoknya jangan pernah datang kemari,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
Pokoknya lain kali bakal ajak keluarga datang ke sini,NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Pokoknya mahal,BURUK,BURUK,NETRAL,BURUK,BURUK,2,0
"pokoknya wajib banget cobain ayam goreng telor asin nya, ini kolestrol nya gede tapi rasa nya sih gak mengecewakan sama sekali ya guys.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Pondok Sambal menyediakan berbagai macam masakan yg lezat namun ramah di kantong, tempatnya bersih dan nyaman",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Pork satay nya the best rasanya..gak ada lawan..semua masakan tingkat kematangannya sempurna..sukses terus buat hoghock..God bless,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Porsi bentonya besar, taste good, suka sama atmosphere restaurant.",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Porsi iklan dan asli tidak sesuai,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Porsi makanan kecil dan harga mahal. Sangat tidak worth it!,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
Porsi makanan kecil. Lihat perbandingan cong fun dan xiao long bao dengan makanan lain di foto.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Porsi makanan sangat besar, makanan yang disajikan tidak berminyak, enak disantap",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Porsi ngak tanggung-tanggung,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Porsinya bisa lebih banyak lagi ngak? dikit amat,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
"Porsinya gede, puas makannya",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Porsinya sangat kecil..pelayanan waiter jg ga tanggap dan cepat. Rame sih tapi ga sampe penuh. Kita masuk sampe duduk ga ada waiter yang nyanperin. Baru pertama kali makan di sini ga tau sistemnya harus bayar dulu dan ga ada waiter yg datang kasi tau.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Porsinya sedikit,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Promo nya tidak main-main. Senang sekali,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Promosi ngak ada habis-habisnya,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Promosi sangat jarang dilakukan, kecewa",NETRAL,NETRAL,NETRAL,NETRAL,BURUK,3,0
Promosi terbatas,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Promosinya mantap,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Prosesnya lama,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Protokol kesehatan nya membuat aku yg bawa anak bisa makan dengan santai. Seluruh crewnya ramah dan sigap. Puddingnya tetep paling juwara!! Mba Desi juga super ramah dan helpful. Thank you mba desi!!!,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Protokol kesehatan sangat buruk. Walau sudah ada beberapa hand sanitizer yang tersebar dan pelayan menggunakan masker, tidak dibatasi jumlah pengunjung yang datang. Pengunjung yang ada pun dibebaskan untuk duduk dimana saja.",NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
"Pulang ngantor lgsg kesini hanya karena kangen kepiting lada hitam hehe
Cumi goreng tepung dan ikan udang saos padang nya juara bertahan di klasemen liga seafood haha
Masih juara nya seafood di kelapa gading
Menurut saya ini ya kawan2 hehe",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Punya pengalaman yang sangat menyenangkan di sini bersama keluarga saya merayakan ulang tahun ayah saya! Kami disajikan berbagai hidangan, semuanya sangat lezat. Layanan sempurna.",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Ragu mau rekomendasiin ke orang lain,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
"Ramah, very helpfull",NETRAL,NETRAL,NETRAL,NETRAL,BAGUS,5,1
"Rame banget, cukup pricey tp enak pake bangettt! Baru sekali makan disana dan seringan bungkus sih karena tempatnya outdoor dan rame banget.",NETRAL,NETRAL,BAGUS,NETRAL,NETRAL,4,1
"Rapi dan bersih, tertata dengan rapi",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"RASA BIASA AJA GA SEENAK YG FOODBLOGER OMONG, PSEN PAKE G*FOOD 10MNT DI JALAN UD GA CRUNCHY LAGI",BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
Rasa biasa aja. Harga tidak murah. Service / pelayanannya parah Waiter kayanya kurang jadi mrk sibuk dan saat kita minta sesuatu lama. Makanan yg diorder juga lama banget keluar.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Rasa enak, harganya masuk budget.",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Rasa hambar banget,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
"rasa makanannya biasa banget, kasih bintang 3 karena rasa makanannya emang average aj sih, rame banget mungkin karena disini ratingnya tinggi, rasa ga sesuai rating",NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,2,0
Rasa ngak seperti dulu,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,2,0
"Rasa nya enak, staf nya ramah sekali, tempat nya strategis. Bakalan sering kesini saya",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Rasa nya sangat berbeda dengan rumah makan lain,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Rasa pas, harga pas",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Rasa sambalnya sangat pas, tidak keasinan dan tidak terlalu tawar",BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,5,1
Rasa sesuai ekspektasi selama ini,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Rasa Steaknya enak. Harganya juga terjangkau. Porsinya lumayan mengenyangkan. Ada beberapa pilihan daging disini untuk menu steaknya. Bumbunya meresap sempurna.,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Rasa tidak diragukan lagi,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Rasa tidak sesuai ekspektasi,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
Rasanya beda sama yg lain,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Rasanya biasa saja, kebersihan tempatnya kurang terjaga, makanan masaknya lama",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Rasanya gila, enak banget! Mana tempat makannya estetik lagi. Jadi nyaman makan disini. Terimakasih!!",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Rasanya maknyus,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Rasanya mantap banget,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Rasanya menggetarkan lidah,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Rasanya menggigit,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Rasanya mentah banget,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
Rasanya nendang,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Rasanya sama seperti restoran lain,BURUK,NETRAL,NETRAL,NETRAL,NETRAL,2,0
"Rasanya sih udh gak perlu diraguin lagi! Auambya gurih, sambel nya juaraaa!! Mau yg matah, bohay, karca..semua nya enakkk!!! Additional kol goreng makin mantab! Semoga semakin banyak cabang nya di Surabaya",BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,4,1
"Rasanya tidak mengecewakan, suka",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Rasanya Ud Agak Berubah Kyknya Skrg. Kremesnya Krg Ada Rasa Bumbunya, Sambelnya Juga Kurang Rasa & Kurang Pedes Skrg. Overall Masih Ok",BURUK,BURUK,NETRAL,NETRAL,NETRAL,2,0
"Rasanya udh beda bngt kayak dulu, skg ciri khas nya pun sudah hilang",BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Rawonnya mantrab, dagingnya lembut, rasa kuah rawon pas, harga wokeh banget untuk.pecinta kuliner. Pokoknya markotob kasih bintang 8. Terlebih ada makanan pelengkapnya.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Reasonable Price,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Reedem di GI. Dateng 20 menit lebih dulu daripada sebelah. Tp yang keluar makanannya malah sebelah duluan mentang mentang ga pake voucher. Udah gitu komplain ke pegawainya, minta maaf doang tapi makanan ga keluar juga! Sejam setengah lebih nunggu. Pegawainya minta maaf terus tiap naro makanan ke meja. 2 kali ngalamin kayak gini. Yg sebelumnya juga sama.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Rekomendasi terbaik untuk tempat makan,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Rekomended parah sih,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Relaxing atmosphere,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Restauran tradisional modern yg memberikan pengalaman kuliner bagi warga negara asing untuk lebih mengenal kuliner tradisional dengan nuansa restauran yg nyaman,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Restoran ini hanya ngejual tempat aja, pelayanannya sgt tidak bagus karena saya meminta utk tolong difotoin sama pelayan nya (2x minta) tidak digubris, pelayannya tidak helpful sekali. Rasa makanan juga biasa bgt malah gaada rasa.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Restoran kesukaan kita yaitu dione dim sum pelayanan sangat memuaskan cepat dan makanan nya enak tidak mengecewakan,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Restoran yang menyajikan masakan indonesia...terutama ayam goreng atau bakar tulang lunak..favofitku ayam goreng telur asin..rasa nya enak banget.untuk soal harga seh termasuk murah dan ada nasi uduk nya juga..pantas untuk di coba..,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Restorannya bersih sekali, suka makan disini",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Ribut banget,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Ridiculously overpriced!,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Rindu mau datang lagi,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Ruangan makan sangat berisik, para pelayan asik sendiri",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Ruangan makan sangat panas, hanya menggunakan kipas angin",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Ruangan panas sekali, hanya menyediakan kipas angin. Padahal sekarang cuaca sedang panas",BURUK,BURUK,BURUK,BURUK,BURUK,1,0
"ruangnya smoking area semua, jd kalo tamunya pd ngerokok kita jadi ikutan berasep",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Rude services,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Rugi besar makan di sini,BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
Rumah makan nya kurang bersih,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Rumah makan paling dicari di Batam,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Rumah makan sangat adem, jadi betah makan disini",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Rumah makan sedang tidak penuh, meminta kursi bayi saja tidak diberikan. ketika sudah duduk, pelayan tidak menawarkan minuman ataupun makanan yang mereka sediakan. sungguh kecewa",NETRAL,NETRAL,BURUK,BURUK,BURUK,1,0
Rumah makan terbaik di Batam,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Rumah makannya bersih,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Rumah makannya kotor, sehingga tidak nyaman ketika makan",NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
"salah satu gelato terfavorit, sekali beli pasti kalo ga size medium, ya size large (4 flavours). biar lokasinya jauh dari rumah, tetep dibelain mampir untuk beli ini, wkwk",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Salah satu resto fav saya di Batam. Makanan mereka sangat enak. Favorite saya ikan bandeng dan ayam penyet. benar2 enak. nasi mereka juga harus. tidak biasanya restoran menyediakan beras dengan kualitas yang baik,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Salah satu tempat makan favorite di batam centre, kalian harus coba karna makanan nya cukup enak dan tempatnya cukup enak",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Sambal nya bikin nagih, mau makan terus",BAGUS,BAGUS,NETRAL,BAGUS,NETRAL,5,1
"Sambal nya gak higienis,gak dicuci cabe nya,langsung di ulek aja abis dikeluarin dr karung,setiap abis makan dari sini perut saya sakit, ikan nya bau amis,jorok tempatnya dan gak sehat !",BURUK,BURUK,NETRAL,BURUK,NETRAL,1,0
Sambal nya tidak terlalu pedas tapi cukup. ayam yang disajikan juga masih fresh tidak seperti ayam bekuan yang sudah lama,BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,4,1
"Sambal nya wangi sekali, sangat suka makan disini",BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,5,1
Sambal segar,NETRAL,BAGUS,NETRAL,BAGUS,NETRAL,4,1
Sambal terbaik yang pernah saya makan!!,BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,5,1
"Sambal yang diberikan sedikit sekali, padahal harganya lumayan mahal",NETRAL,BURUK,NETRAL,NETRAL,BURUK,1,0
Sambalnya b aja sih,NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,3,0
Sambalnya biasa aja,NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,3,0
"Sambalnya enak banget, pas jadi cocolan",NETRAL,BAGUS,NETRAL,BAGUS,BAGUS,5,1
"Sambalnya keasinan, tidak enak",BURUK,BURUK,NETRAL,NETRAL,NETRAL,1,0
Sambalnya kurang pedas dan terlalu manis,BURUK,BURUK,NETRAL,NETRAL,NETRAL,2,0
Sambalnya nendang,NETRAL,BAGUS,NETRAL,NETRAL,NETRAL,5,1
Sambalnya rasanya pas,NETRAL,BAGUS,NETRAL,NETRAL,NETRAL,5,1
"Sampe ga tau mau komentar apa tentang perpaduan nasi uduk dan ayam goreng nya si Mat Lengket ini. Best nasi uduk ayam goreng in Jakarta! AYamnya ayam kampung, walau kecil, tapi rasanya enak banget!",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"sangat kecewa dengan pelayanan, pelayannya sangat tidak ramah. pelayanannya sangat mengecewakan !! tolong diperbaiki kualitas pelayanannya.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Sangat kecewa, boss nya tidak ramah dan tidak sopan",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Sangat Lezat,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Sangat memanjakan customer,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Sarapan disini mantep. Tempatnya nyaman. Lg ada diskon pula. Bersih jg . Ini sumpit jg dimasukin ke air panas. Bersih deh pkoknya,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Sarapan disini mantep. Tempatnya nyaman. Lg ada diskon pula. Bersih jg . Ini sumpit jg dimasukin ke air panas. Bersih deh pkoknya,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Sate disini empuk, dagingnya nggak alot dan chewy-able. Bumbunya juga pas dan pedes. Trus pake bawang goreng on top. Sungguh kenikmatan yang HQQ!",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Sate usus + sate lidahnya enak ( MANTUL ),BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Satu porsi ga cukup,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Saya dilayani dengan baik sekali, salut",NETRAL,NETRAL,NETRAL,NETRAL,BAGUS,4,1
"Saya kesini pas bukber Semua makanannya terhidang ga panas alias dingin.. cuma nasinya doang yg panas.. payah ah untuk restaurant sebesar ini pelayanannya kurang, keteteran pula dengan pesanan yg banyak, waitressnya bilang udah dihidangkan tapi padahal belum",BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
"Saya kesini pas bukber Semua makanannya terhidang ga panas alias dingin.. cuma nasinya doang yg panas.. payah ah untuk restaurant sebesar ini pelayanannya kurang, keteteran pula dengan pesanan yg banyak, waitressnya bilang udah dihidangkan tapi padahal belum",BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
"Saya kira bakalan enak, ternyata mengecewakan sekali",BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
"Saya malam ini makan nasi bakwan sama kuah. harga sup ikan dengan pajak sekitar 40rb an, dengan jumlah ikan seperti di foto belum di sentuh. Mana kuahnya asin banget minta ampun sampe pait?? tolong yang masak di jagain dong jangan kaya gini???? padahal mungkin kalau ga se asin itu rasanya lumayan, ini ga bisa dimakan??",BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
"Saya melihat untuk driver ojek online tidak dilayani dengan baik, sangat kecewa. mereka juga pelanggan",NETRAL,NETRAL,NETRAL,NETRAL,BURUK,2,0
"Saya orang Kediri, sudah lama tidak pulang kesana. Setelah makan di restoran ini rasanya enak banget! Seperti masakan ibu saya",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Saya pelanggan yang memesan melalui gofood, walaupun tidak langsung kerumah makannya. saya bisa merasakan pelayanan yang maksimal dari tempat ini. makanan yang saya terima telah dibungkus dengan ketat dan membuat saya yakin kalau restoran ini aman",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Saya pesan ayam penyet dan nasi, ternyata nasi putihnya tidak matang dengan sempurna. ini pengalaman pertama saya dan sudah memberikan kesan yang buruk!",BURUK,NETRAL,NETRAL,NETRAL,BURUK,2,0
"saya pesan ayam penyet, nasi goreng kampung dan nasi bakar teri. makanan kurang rasa, pesan nasi bakar teri tidak ada terinya. pesan es teh tawar tidak keluar tapi tetap ditagih dan waiter nya ngotot. cukup kecewa untuk restoran sebesar ini.",BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
"Saya pesan nasi bali yang nunggu makanannya hampir 1 jam, dengan rasa makanan yang benar2 standar dengan harga 80rb, tapi bisa dilihat di foto kualitas makanannya (tinggal dipanasin doang). Padahal ratingnya sangat tinggi sekali di zomato. Bukan hanya itu saja, parahnya lagi ada staples di makanan teman saya, untung saja terlihat & tidak termakan...",BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
"Saya rasa tempat yang ramai seharusnya tidak dijadikan alsan untuk pengunjung mentoleransi keterlambatan keluarnya makanan, saya menunggu 1 jam lebih dan saya perlu datangi staff di resto dan saya tu ggu di sebelah staff nya sampai makanan keluar

Saya sudah protes lebih dari 3x, namun tidak ditanggapi dengan serius, saat makanan leluar pun, banyak kesalahan, spt sambal dan ikan yang tidak sesuai.

Saya sangat kecewa karena saya dari jakarta Ke bogor untuk mencoba resto ini.

Juga, hati2 dengan bill nya tidak sesuai.",BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
"sayang banget nih nyusahin banget. jd gue mau pesen dr grab, tp karna dr pihak resto belum update harga jd kerepotan sendiri abang grabnya. kan kasian sama grabnya.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"seafood disni gada lawan. semua enak gada pengecualian. cm tmpt nya panas dan krg bersih

harga : 8/10
tempat : 6/10
rasa : 10/10
kebersihan : 5/10",BAGUS,NETRAL,NETRAL,BURUK,NETRAL,5,1
"Seafood enak yang pricey tapi emang worth parah
Seafood nya beuh tiap gigitannya selalu merasa ini kenapa enak banget dah :((
Wajib coba gaes kepiting soka nya",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Seafood rasa surga,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Seafood terenak di Jakarta dengan vibes yang cukup menyenangkan. Walaupun penuh, pelayanan cepat dan ramah. Udang lada hitam terenak, wajib coba!",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Sebenarnya saya sudah bbrp kali kesini dan memang selalu lama dapet makanannya . Tapi hari minggu yang lalu setelah nunggu 1.5 jam baru makanan dtg. Padahal org2 yg dtg stlh saya bs dpt duluan. Menurut saya makanannya udah biasa aja, apalagi dg waktu menunggu yg keterlaluan. Blm lagi pelayan2 wanitanya kebanyakan cm bengong2 g jelas.
Saya pesan air kelapa, tp g diksh sekalian sm gulanya. Stlh diminta baru dianter. Pesanan air kelapa sy diantar oleh pelayan wanita yg kelihatan kesal krn dia salah ngasih pesanan sy ke meja yg lain. Mgkn dia sdh muter2 cari kmn pesanan hrs diantar, tp kan it's not my problem. Sendok garpu g diksh, stlh diminta, baru diksh, itupun oleh pelayan laki2 yg sy minta ssdhnya. Buat saya cukup deh utk makan ketempat ini. It's not so special and not delicious enough deh.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Sebenarnya udh sering ke sini. Tiap ke tmpt ini prsennya pasti ayam telor asin. Rasanya sih enak.banget ga boong.
Mesti cobain jg tahu telornya",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Sebenernya makananny enak. Tapi mereka selalu tidak mampu melayani dengan baik pada saat pengunjung membludak. Antrean ga jelas, (buat dong kaya sushi tei yang jelas terpampang di layar), mau pesen dan daftar waiting list pelayannya aja sibuk sendiri, udah duduk di usir karena katanya ga waiting list dulu (lha mana pelayanan yang info ke kita tempat waiting list dlsb), kita cuma berdua dibanding lainnya yang dateng ber lima belas akhirnya keluar ga jadi makan. Masukan saja supaya diperbaiki sistim antrean pada saat sangat ramai. Saya dua kali datang kesana dalam keadaa ramai dan sangat2 tidak nyaman dan karena hari ini sangat berantakan jadi kami putuskan pulang saja.",BAGUS,NETRAL,BURUK,BURUK,BURUK,1,0
Sedap makanannya,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Sedikit pilihan menunya,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Sedikit variasi menu,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Sejauh ini makanannya enak2 aja.
SATU YANG KURANG : pelayanannya kurang tanggap bgt ??
Kami minta beresin meja bekas makan orang sebelumnya, lamaaaaa pisan.
Makanannya lamaaaaa bgt jg datangnya. (Padahl yg dipesan juga bukan menu yg neko2)
Minta tambahan minuman, lamaaaaaa juga datangnya.
Pelayannya cuma bilang ""iya""2 aja dan kebanyakan dari mereka lebih sering terlihat di dapur. Bukan nyebar.

Ga ngerti lagi w.",BAGUS,NETRAL,NETRAL,BURUK,BURUK,3,0
Selalu ada promosi,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Selalu beli mix daging dan lidah. Bumbu siramnya mayan pedes, tapi enak banget. Biasa bumbu sate padang itu agak kekuningan, kalo ini lebih agak coklat.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Selalu consistent rasa saosnya! Dan empuk dagingnya.,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Selalu kesini buat makan waffle- nya yang jadi jagoan, tempat nya enak buat makan dan nongkrong sekaligus jadi gag perlu pindah tempat.",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Selalu mengedepankan citarasa, rasa belum hijrah sejak pertama kali saya nongkrong disini.
pelayanannya lumayan sigap",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Selalu menjadi tempat favorite,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
selalu pesan sate lidahnya..Empukkkk bgt dan menurutku bumbunya pas. Jangan lupa kerupuk kulit disiram bumbu satenya,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Selalu puas makan di gyu kaku, thanks mb fitri untuk pelayan nya, stiap kita nambh sellu cepet, untuk suasana nya asik ditmbh ada musiknya juga,,, untuk staf"" nya pada ramah senyum walaupun pakai masker ??",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Selama makan di gyukaku moi tidak pernah merasa kecewa karena pilihan daging yg selalu fresh dan mantap,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Semua ayamnya lembut, enak, dan gurih",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Semuanya enak guys!!!!,BAGUS,BAGUS,NETRAL,BAGUS,BAGUS,4,1
"Semuanya enak terutama siomay sm hakau, udangnya fresh bngt tpi sayangnya bakpao telor asinnya big no",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Semuanya lama.

Makanannya baru keluar 1,5 jam setelah dipesan. Makanan yang datang juga sudah dingin dan kering. Bell untuk waiter juga entah tidak berfungsi atau berfungsi tapi tidak ada waiter yang datang.
Bill pun juga lama datangnya sampai kita akhirnya datang ke kasir.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Semuanya memuaskan,BAGUS,BAGUS,BAGUS,BAGUS,BAGUS,4,1
Senang bisa datang kemari lagi,NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Senang sekali! Bebas Parkir dengan gratis dan luas, merayakan hari ibu disini adalah keputusan yang tepat",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
seneng banget makan disini selain staffnya ramah banget terus semua bersih banget yahhh tempatnya juga cozy dan cerah. makanannya fresh sekali daaan rasanya enak. dia ada plate kan ya walaupun plate yg yellow cuman 10rb rasanya enak ga mengecewakan ??,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Seperti restoran hotel bintang lima,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Sepertinya ini kali pertama dan kali terakhir saya kesini,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
Sering makan disini. Enak2 smua. Tempat cozy dan bersih. Dan buka sampe malem.,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Service jelek banget. Order iced tea and iced chocolate lebih dari 40 menit diantar setelah 3 kali tanya. Dikasih spaghetti pesanan tapi tidak diberi sendok/garpu. Again need to ask but still it takes so long. Padahal resto nya bagus. Tp sucks,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
